id,_chapter<jpn>,chapter<eng>,_storyTitle<jpn>,storyTitle<eng>,_storyOutline<jpn>,storyOutline<eng>,_storyTarget<jpn>,storyTarget<eng>
main10-3,エピソード 10 - 1,Episodes 10 - 1,つくられた理由,Why It Was Created,一年前、彼女と話をするまで、こんな気持ちは知らなかった。<br>寂しさという寂しさなんて、感じたことがなかったんだと、今は思う。もちろんその頃はそれが普通で、この世界で生きる人々にとっては、当たり前のこと。<br><br>何か、生きる意味があったらいい──彼女は、一人、寂しそうにそう言った。,"I didn’t know this feeling until I talked to her a year ago.<br>Now I realize I had never truly felt loneliness before. Of course, back then it was normal—the ordinary state of things for the people living in this world.<br><br>“I wish there were some meaning to living...” she said, alone and sadly.",旅を続ける,Continue the journey
main10-4,エピソード 10 - 2,Episodes 10 - 2,運命なんてあるはずないけど,There Can’t Be Such a Thing as Fate,アカネと再会した。<br>もう何度目だろう。車で移動する音は目立つだろうけれど、それにしたって、運命めいたものを感じてしまう。<br><br>今度は、何を思って一人旅をしていたのだろう。彼女なら、この不可解な世界を解き明かしてくれるかもしれない、と期待してしまう。,"I met Akane again.<br>How many times has it been now? The sound of a car must stand out, but even so, I couldn’t help feeling like there was something almost fated about it.<br><br>What had she been thinking about as she traveled alone this time? I couldn’t help hoping that, if it was her, she might be able to unravel this incomprehensible world.",話をする,Talk
main10-5,-,-,-,-,-,-,-,-
main10-6,エピソード 10 - 3,Episodes 10 - 3,感染者,The Infected,感染者が人を襲うのは、「寂しさ」のせい──<br>一人になって、ずっと感染者について調べていたアカネは、そんな想像を語った。感染者は寂しくて、話をしたくて、それで人々に近づいてくる。でもその頃には正気を失っていて、うまくコミュニケーションをとることができない。だから人を襲っているように見える。<br><br>そうだとして、どうすることもできない。明日もまた、感染した人々と戦わなければならないと思うと、気が重かった。,"The infected attack people because of “loneliness”—<br>Akane, who had spent all that time alone investigating the infected, offered that theory. The infected are lonely. They want to talk, so they approach people. But by then, they have lost their sanity and can no longer communicate properly. That is why it looks like they are attacking people.<br><br>Even if that were true, there was nothing we could do about it. Thinking that we would have to fight infected people again tomorrow left me feeling heavy.",この世界の謎を追う,Uncover the mystery of this world
main10-7,-,-,-,-,-,-,-,-
main10-8,-,-,-,-,-,-,-,-
main10-9,-,-,-,-,-,-,-,-
main10-10,エピソード 10 - 4,Episodes 10 - 4,世界をつくった理由,Why the World Was Created,アカネが集めた品の中に、この世界にあるのと同じコンピュータがあった。二つのコンピュータは同期していて、両方の世界から操作ができる。<br>これもまた、二つの世界を繋いでいる。感染者は、やはり二つの世界を繋げるために変容しているのだろうか。寂しさも、そのせいなのだろうか。<br><br>祖母は、なんのためにこの世界をつくったのか──それを明らかにしなければらない、と思った。,"Among the things Akane had collected was another computer identical to the one in this world. The two computers were synchronized, and both worlds could be operated from either one.<br>Once again, something was connecting the two worlds. Were the infected changing in order to connect the two worlds after all? Was loneliness part of the same reason?<br><br>I realized we had to find out why my grandmother had created this world.",この世界の謎を追う,Uncover the mystery of this world
main11-1,エピソード 11 - 1,Episodes 11 - 1,言えた義理じゃないけれど,"I Have No Right to Say This, But",ナツノを支えてあげてほしい。<br>言えた義理じゃないと呟きながら、イツカは心の内を漏らした。後悔もある。でも、それ以上に、この世界がつくられた理由を知りたい。彼女はその一心で、ナツノを探して旅をしてきた。<br><br>ナツノにしてやれることはあるだろうか。<br>初めて出会ったときから、何も変わっていない。できるのは、話し相手になることだけ。,"I want you to support Natsuno.<br>“It’s not my place to say that,” Itsuka murmured, letting her true feelings slip out. She had regrets too. But more than anything, she wanted to know why this world had been created. That single desire was what had driven her to travel in search of Natsuno.<br><br>Is there anything I can do for Natsuno?<br>Nothing has changed since the day we first met. All I can do is be someone for her to talk to.",この世界の謎を追う,Uncover the mystery of this world
main11-2,-,-,-,-,-,-,-,-
main11-3,-,-,-,-,-,-,-,-
main11-4,エピソード 11 - 2,Episodes 11 - 2,祖母の兄,Grandmother’s Brother,世の中って、そんなに都合よくできてるんだっけ？<br>ずっとナツノは違和感を抱いていた。うまく言葉にできないひっかかりが彼女の中にある。<br><br>祖母の兄から連絡があった。<br>彼は、祖母のことを知っていた。このコンピュータのことも、そして、ナツノたちが生きる仮想世界のことも。,"Is the world really supposed to work out that conveniently?<br>Natsuno had always felt something was off. There was something she couldn’t quite put into words.<br><br>She received a message from her grandmother’s brother.<br>He knew her grandmother. He knew about this computer, and even about the virtual world where Natsuno and the others lived.",彼女たちと話をする,Talk with them
main12-1,エピソード 12 - 1,Episodes 12 - 1,鉄の管,The Metal Tube,アカネが感染していた。<br>左足から、金属の管が生えている。彼女はまだ正気を保っているように見えたけれど、倒れて、気を失ってしまった。<br><br>一年前の夏にナツノとさよならをした直後、アカネがナツノのもとを去るときには、変容し始めていたらしい。ナツノに知られたくなくて、彼女はナツノのもとを離れたのだろう。どうして、と問うナツノの声が、しばらく耳から離れなかった。,"Akane was infected.<br>A metal tube was growing out of her left leg. She still seemed to be in her right mind, but then she collapsed and lost consciousness.<br><br>Apparently, Akane had already begun changing when she left Natsuno, right after they said goodbye the summer before. Maybe she had left because she didn’t want Natsuno to know. Natsuno’s voice asking “Why?” stayed with her for a long time.",彼女たちと話をする,Talk with them
main12-2,-,-,-,-,-,-,-,-
main12-3,-,-,-,-,-,-,-,-
main12-4,-,-,-,-,-,-,-,-
main12-5,エピソード 12 - 2,Episodes 12 - 2,偶然,Coincidence,高校生の祖母は、仮想世界をつくった。<br>流行っていたから。<br>おもしろそうだったから。<br>安かったから。<br><br>そのくらいの手軽さで、たった数回のクリックで、<br>世界はつくられた。,"My grandmother created a virtual world when she was a high school student.<br>Because it was popular.<br>Because it looked interesting.<br>Because it was cheap.<br><br>With that kind of casual ease, with just a few clicks,<br>a world was created.",話をする,Talk
main13-1,-,-,-,-,-,-,-,-
main13-2,-,-,-,-,-,-,-,-
main13-3,エピソード 13 - 1,Episodes 13 - 1,勘違い,A Misunderstanding,すべては偶然だった。<br><br>祖母が誰かを探していたというのも、そのせいで二つの世界が繋がったというのも、勘違いだった。この世界がつくられたことに、理由なんかない。<br><br>世界は、気まぐれと偶然でできている。,"It had all been a coincidence.<br><br>The idea that my grandmother had been searching for someone, and that this had caused the two worlds to connect, had both been a misunderstanding. There was no reason why this world had been created.<br><br>The world is made from whims and coincidences.",薬を探す,Search for medicine
main13-4,エピソード 13 - 2,Episodes 13 - 2,意味なんかない,There’s No Meaning,生きている意味だとか、死んだあとのことだとか。<br>そういうことを考えて眠れなくなったりする。誰だってきっと、経験があるだろう。小さい頃、一度は考えたことがあると思う。<br><br>だから、世界に意味がないなんて、そんなのは今さらで。なのに、そう言う彼女に頷いたらいいのか、それとも否定したいのか、わからなかった。,"The meaning of life, what happens after death...<br>Sometimes you think about things like that until you can’t sleep. Everyone has probably experienced it. I think everyone wonders about it at least once when they’re young.<br><br>So the idea that the world has no meaning shouldn’t be anything new. And yet, when she said it, I didn’t know whether I should agree with her or argue.",薬を探す,Search for medicine
main13-5,-,-,-,-,-,-,-,-
main13-6,エピソード 13 - 3,Episodes 13 - 3,消えてしまいたい,I Want to Disappear,消えてしまいたい。むしろ、世界の方が消えてくれたらいいのに。<br>そうしたら、何もかもから解放されてすっきりする。つらいとき、苦しいとき、思い浮かぶ妄想。<br><br>けれど彼女たちにとって、それはもう妄想ではない。彼女たちの手元には、彼女たちの世界をつくるコンピュータがある。それを使って、世界を消してしまうことができる。<br><br>自分だったらどうするだろう、と自問しても、答えは出ない。,"I want to disappear. If anything, I wish the world itself would disappear.<br>Then I could be free of everything and finally feel at peace. It’s the kind of fantasy that comes to mind when things are painful and difficult.<br><br>But for them, it was no longer a fantasy. They had a computer capable of creating their world right there in front of them. With it, they could erase their world.<br><br>Even when I asked myself what I would do, I couldn’t find an answer.",時が流れるのを待つ,Wait for time to pass
main13-7,エピソード 13 - 4,Episodes 13 - 4,憧れとも、恋ともつかないまま,Neither Admiration nor Love,イツカが胸の内を語った。<br>彼女にとって、かつて聞こえてきた声は、祖母は、特別な存在で、その人に恋をしているのかもしれないとさえ思う。その気持ちを忘れらなくて、声の正体を、この世界をつくった理由を探し求めていた。<br><br>でも、そんなものはなかった。<br>信じたくないと話す彼女に、どんな言葉をかけていいのかわからない。,"Itsuka opened up about what she had been feeling.<br>To her, the voice she once heard—and the grandmother behind it—was something special. She even wondered if she might be in love with her. Unable to forget that feeling, she had searched for the truth behind the voice and the reason this world was created.<br><br>But there was nothing there.<br>I didn’t know what to say to her when she told me she didn’t want to believe it.",時が流れるのを待つ,Wait for time to pass
main13-8,エピソード 13 - 5,Episodes 13 - 5,感染者の見る夢,The Dreams of the Infected,寂しくて、どうしようもない夢を見る。<br>どこのもわからない、真っ暗な場所を歩き回って、寂しくて寂しくて、誰かの気配を感じて駆け寄ったりする。そこでふと目を覚ますと、本当に立ち上がって歩いている。<br>そんな夢を、アカネは最近よく見るのだという。<br><br>感染して正気を失ってしまった人々の意識も、そんな夢の中に閉じ込められているのかもしれない。もしそうなら、それを助けたいと、彼女は語った。,"She dreams of being lonely, helplessly lonely.<br>She wanders through a pitch-black place she doesn’t recognize, feeling terribly alone, and sometimes runs toward the presence of someone she senses nearby. Then she suddenly wakes up to find herself actually standing and walking.<br>Akane said she had been having dreams like that a lot lately.<br><br>Maybe the minds of people who have become infected and lost their sanity are trapped in dreams like those. If that is the case, she said, she wants to save them.",時が流れるのを待つ,Wait for time to pass
main13-9,エピソード 13 - 6,Episodes 13 - 6,流れていく時間,Time Passing,いろんなことがあって、いろんなことがわかって。<br>だけど、状況は何も変わらない。パンデミックは終結したりしないし、世界は消え去ってもいない。<br><br>これからどうなるのだろう。どうなり得るのだろう。何も変わらず、このまま時間だけが流れていくのだろうか。彼女たちの世界では、こんなどうしようもない時間だけが、ただ続いていくのだろうか。,"So much has happened, and so much has been revealed.<br>And yet, nothing has changed. The pandemic hasn’t ended, and the world hasn’t disappeared.<br><br>What will happen next? What could happen? Will time simply keep passing without anything changing? In their world, will these helpless days just go on forever?",時が流れるのを待つ,Wait for time to pass
main13-10,-,-,-,-,-,-,-,-
main13-11,-,-,-,-,-,-,-,-
main13-12,エピソード 13 - 7,Episodes 13 - 7,もう二度と,Never Again,もう二度と、話したくない。<br><br>そう言って、彼女は眠った。,"I never want to talk again.<br><br>With that, she went to sleep.",話を聞く,Listen
main14-1,-,-,-,-,-,-,-,-
main14-2,-,-,-,-,-,-,-,-
main14-3,-,-,-,-,-,-,-,-
main14-4,エピソード 14 - 1,Episodes 14 - 1,何もわからないまま,Without Knowing Anything,何もわからない。ナツノがどんな状態なのかも、どうすれば目を覚ますのかも。<br><br>当たり前だけれど、それでも彼女たちの世界は続いていく。,"We don’t know anything. Not what state Natsuno is in, or how to wake her up.<br><br>Of course, their world continues all the same.",生きていく,Keep living
main14-5,-,-,-,-,-,-,-,-
main14-6,-,-,-,-,-,-,-,-
main14-7,-,-,-,-,-,-,-,-
main14-8,エピソード 14 - 2,Episodes 14 - 2,聞こえてきた声,The Voice That Reached Me,夢だと思った。<br>まどろみの中で、夢を見ているのだと。<br><br>でも違った。確かに聞こえた。彼女の声。画面には何も映っていないけれど、確かに彼女の声を聞いた。<br><br>初めて出会ったときと同じように、返事をした。,"I thought it was a dream.<br>That I was dreaming in the haze between sleep and waking.<br><br>But it wasn’t. I definitely heard it. Her voice. Nothing appeared on the screen, but I could hear her voice clearly.<br><br>Just like when we first met, I answered.",声を聞く,Listen to the voice
main15-1,-,-,-,-,-,-,-,-
main15-2,エピソード 15 - 1,Episodes 15 - 1,何もない、どこか,"Somewhere, Nowhere",どこなのかわからない。スマホの電源も入っていない。<br>それでも彼女と話をすることができた。彼女がどこにいるのか、どうしてそこにいるのか何もわからない。でも、そんなのは初めて出会ったときも同じだった。彼女に、彼女の言葉で説明してもらうしかない。<br><br>今までそうだったように、これから少しずつ、何かがわかっていくといい。,"I don’t know where she is. The smartphone isn’t even turned on.<br>And yet, I was able to talk to her. I don’t know where she is or why she’s there. But it was the same when we first met. All I can do is have her explain it to me, in her own words.<br><br>Just like before, I hope we can slowly start to understand more.",歩いてみる,Take a walk
main15-3,エピソード 15 - 2,Episodes 15 - 2,音,A Sound,何かの音が聞こえる。<br>画面に何も映らないせいで、聞こえてくる音に敏感になっているだけかもしれない。彼女も、空耳のような気もする、と言う。<br><br>でもこれは、本当にただの空耳だろうか？,I can hear some kind of sound.<br>Maybe I’m just more sensitive to sounds because nothing is appearing on the screen. Even she says it might just be something she imagined hearing.<br><br>But is this really just an auditory illusion?,歩いてみる,Take a walk
main15-4,-,-,-,-,-,-,-,-
main15-5,-,-,-,-,-,-,-,-
main15-6,エピソード 15 - 3,Episodes 15 - 3,話していたくない,I Don’t Want to Keep Talking,話をしていると、話していたいと思う。<br>人と会うから、寂しいと思う。<br>だから、もう二度と話をしたくないのだと彼女は言った。<br><br>意味のない世界なんて消えてしまったらいい。だけど、寂しくて、誰かと話していたい。その二つの気持ちの間で、彼女は疲れ果ててしまったのだと思った。,"When you talk to someone, you want to keep talking.<br>When you meet people, you feel lonely.<br>That is why she said she never wanted to talk again.<br><br>A meaningless world should just disappear. But she was lonely, and she wanted to talk to someone. I thought she had been worn down completely by being caught between those two feelings.",歩いてみる,Take a walk
main15-7,エピソード 15 - 4,Episodes 15 - 4,何もない,Nothing,世界のすべては無作為なノイズで、それが人には、空や海に見えている。<br>ただの偶然で生まれた世界に、何か意味があったかもしれないと勘違いしていたのと同じように。<br><br>何もないところを歩き続けて、彼女はそんな想像をした。<br>疲労から生まれた妄言だろうか？　でも、疲れているんだと、そう切り捨ててしまうことはできなかった。,"Everything in the world is random noise, and people perceive it as the sky and the sea.<br>Just as we had mistaken a world born from coincidence for something that might have meaning.<br><br>As she kept walking through a place where there was nothing, she imagined that.<br>Was it nonsense brought on by exhaustion? Even so, I couldn’t simply dismiss it as “she’s tired.”",歩いてみる,Take a walk
main15-8,-,-,-,-,-,-,-,-
main15-9,-,-,-,-,-,-,-,-
main15-10,-,-,-,-,-,-,-,-
main15-11,-,-,-,-,-,-,-,-
main15-12,エピソード 15 - 5,Episodes 15 - 5,いなくなって,Gone,錯覚が、世界をつくっている。<br><br>世の中には本当は何もなくて、あるいは偶然に生まれたノイズだけに満ち満ちていて、人はただ、勘違いや錯覚でものを見ている。<br>少なくともナツノの見ている夢は、そのように思えた。真っ暗な世界には、本当は、何もない。<br><br>だったら──そう言って、彼女は姿を消した。,"Illusions create the world.<br><br>Maybe there is really nothing in the world, or maybe it is filled with nothing but randomly generated noise, and people see things only through misunderstandings and illusions.<br>At least, that was how Natsuno’s dream seemed to see it. In the pitch-black world, there was really nothing.<br><br>“Then—” she said, and disappeared.",ナツノを探す,Search for Natsuno
main16-1,-,-,-,-,,,-,-
main16-2,-,-,-,-,-,-,-,-
main16-3,-,-,-,-,-,-,-,-
main16-4,エピソード 16 - 1,Episodes 16 - 1,彼女のいない世界なら,A World Without Her,彼女はどこにもいない。<br>消えてしまった。<br><br>本当に、消えてしまったのかもしれない。そんなことが起こっても、もう驚くことはできないだろう。<br><br>そんな世界なら、もういっそ、消えてしまった方がいいかもしれない。<br>今、目の前には、彼女たちの世界を消すボタンがある。,"She is nowhere.<br>She disappeared.<br><br>Maybe she really is gone. If something like that happened, I don’t think I could be surprised anymore.<br><br>If this is the kind of world it is, maybe it would be better to disappear too.<br>Right now, there is a button in front of me that will erase their world.",決断をする,Make a decision
main16-5,-,-,-,-,-,-,-,-
main16-6,-,-,-,-,-,-,-,-
main16-7,エピソード 16 - 2,Episodes 16 - 2,方法,A Way,もし声が届いたとしても、ただ呼びかけるだけでは彼女は応えてくれないだろう。もう二度と話したくない、そう言っていたのだから。<br>でも、あのコンピュータも彼女と一緒に消えた。だとしたら、彼女に返事をさせる方法は、一つだけあるかもしれない。<br><br>このコンピュータを使えば、きっと、彼女は応えてくれる。,"Even if my voice reached her, simply calling out to her probably wouldn’t make her answer. She had said she never wanted to talk again.<br>But that computer disappeared with her too. If so, there might be only one way to make her answer.<br><br>If I use this computer, surely she will answer.",決断をする,Make a decision
main16-8,-,-,-,-,-,-,-,-
main16-9,-,-,-,-,-,-,-,-
main16-10,エピソード 16 - 3,Episodes 16 - 3,消してしまうつもりだった,I Meant to Erase It,こんな世界、消してしまいたくて。<br>もう全部、終わりにしたくて。<br>だから、一人で出ていった。声が聞こえても返事をしなかった。<br>一人になって、消してしまえると思った。<br><br>彼女は、静かに、話をする。,"I wanted to erase a world like this.<br>I wanted it all to end.<br>That’s why I left alone. Even when I heard the voice, I didn’t answer.<br>Once I was alone, I thought I could erase it.<br><br>Quietly, she begins to talk.",話をする,Talk
main16-11,-,-,-,-,-,-,-,-
main16-12,-,-,-,-,-,-,-,-
main16-13,-,-,-,-,-,-,-,-
main16-14,-,-,-,-,-,-,-,-
main16-15,-,-,-,-,-,-,-,-
main16-16,-,-,-,-,-,-,-,-
main16-17,-,-,-,-,-,-,-,-
main16-18,エピソード 16 - 4,Episodes 16 - 4,夏の彼方,Beyond Summer,初めて出会ったときと同じように、彼女は北を目指して進む。<br><br>あてなんかない。<br>何かを見つけられたわけでもない。<br>意味だって、理由だってないまま。<br>それでも、彼女の旅は続いていく。<br><br>終わりも、果てもない──この、夏の彼方まで。,"Just as when we first met, she heads north.<br><br>She has no destination.<br>She hasn’t found anything.<br>There is no meaning, no reason.<br>And still, her journey continues.<br><br>With no end and no destination—beyond this summer.",-,-
main16-99,-,-,-,-,-,-,-,-
-,,,,,,,,
-,,,,,,,,
kiko1-1,キャラクターエピソード キコ : 1,Character Episode キコ : 1,飼い犬を探す少女,The Girl Searching for Her Dog,旅路で偶然出会った少女は、はぐれた犬を探してキャンプから出てきたらしい。<br><br>犬のことが心配なのだろう。でも一人でキャンプを飛び出す無謀さには呆れてしまう。<br>犬のことも、北にあるキャンプのことも、道すがら少しずつ聞けるといい。,"The girl I happened to meet on the road had apparently left her camp to search for her lost dog.<br><br>She must be worried about the dog. Still, I can’t help being amazed at how recklessly she left camp all by herself.<br>I hope I can learn more along the way, both about her dog and the camp farther north.",飼い犬を探す,Search for the lost dog
kiko1-2,キャラクターエピソード キコ : 2,Character Episode キコ : 2,飼い犬を探す少女,The Girl Searching for Her Dog,ミノタローというその犬の姿はなかなか見つけられない。犬というからには生き物で、生きているというからには、きっと動き回るだろう。もうこの近くにはいないのかもしれない。<br><br>それでもキコには、この辺りにいるという確信があるようだった。彼女と飼い犬の間にある絆のようなものが、そう信じさせてくれるのだろうか。,"We still can’t find the dog named Minotaro. If it’s a dog, it’s alive, and if it’s alive, it must be moving around. Maybe it’s already gone somewhere far from here.<br><br>Even so, Kiko seems certain that he’s somewhere nearby. Maybe the bond between her and her dog is what makes her believe that.",飼い犬を探す,Search for the lost dog
kiko1-2_5,キャラクターエピソード キコ : 3,Character Episode キコ : 3,飼い犬を探す少女,The Girl Searching for Her Dog,一人の方が楽──キコはそんなことを語った。<br>ナツノも小さく頷いた。彼女がどんな気持ちで頷き、どうしてあんなつらそうな顔をしたのか、たぶん、本当のところはわからない。生きている世界が違いすぎて、彼女たちの思いのすべてをわかってあげることは、どうしてもできない。<br><br>そのあとの長い沈黙の間も、通話越しに二人のかすかな息づかいを聞いているだけで、何も言えなかった。,"“It’s easier to be alone,” Kiko said.<br>Natsuno gave a small nod. I probably don’t really understand what she was feeling when she nodded, or why she looked so pained. Their worlds are simply too different for me to fully understand everything they feel.<br><br>Even during the long silence that followed, all I could do was listen to the faint sound of their breathing through the call.",飼い犬を探す,Search for the lost dog
kiko1-3,キャラクターエピソード キコ : 4,Character Episode キコ : 4,飼い犬を探す少女,The Girl Searching for Her Dog,家族にさえ黙って、キコはキャンプをたった一人抜け出さなければならなかった。取り残してきたもう一匹の家族を見つけ出すため。その真っ直ぐな瞳の奥に、燃えるような心が見えた。<br><br>彼女と飼い犬との間にどんな絆があったのか、どんな日常があったのか、知ることはできない。そのせいか、必死に家族を探す彼女の背中はとても遠くに思えた。,"Kiko had to leave the camp all by herself, without even telling her family. She was going to find the other member of her family she had left behind. There was a burning determination in her eyes.<br><br>I could never know what kind of bond she shared with her dog, or what their everyday life had been like. Maybe that was why, as she desperately searched for her family, she seemed so very far away.",飼い犬を探す,Search for the lost dog
kiko1-3_5,キャラクターエピソード キコ : 5,Character Episode キコ : 5,飼い犬を探す少女,The Girl Searching for Her Dog,ナツノのいないところで、キコと話をした。<br>本当は、帰るつもりなんてない。帰ることができるなんて、思っていない。そう話すキコの言葉は途切れ途切れで、間に言葉を返すことはできただろう。<br><br>でも、やっぱり何も言えなかった。<br>いつも隣にいるナツノには話せないというその心のうちを、ただ黙って聞いた。,"I talked with Kiko while Natsuno wasn’t there.<br>“I’m not really planning to go back. I don’t think I can.” Her words came out in fragments, leaving plenty of room for me to respond.<br><br>But I still couldn’t say anything.<br>I could only quietly listen to what she couldn’t tell Natsuno, the girl who was always by her side.",飼い犬を探す,Search for the lost dog
kiko1-4,キャラクターエピソード キコ : 6,Character Episode キコ : 6,飼い犬を見つけた少女,The Girl Who Found Her Dog,二人で、ミノタローのお墓を立てた。家族に供養されて、ミノタローは成仏できただろうか。そうだと思いたい。誰にも看取られず、誰にも知られなかった死が今の世の中には多すぎる。<br><br>キコはこれからどこに向かうのだろう。最初からすべてわかってキャンプから出てきたキコが行く先なんて、この世のどこかにあるだろうか......,"Together, we made a grave for Minotaro. Had being laid to rest by his family allowed him to find peace? I wanted to believe so. There were simply too many deaths in this world that went unseen and unmourned.<br><br>Where will Kiko go from here? She left the camp knowing from the start that she might never return. Is there really anywhere left in this world for her to go......",-,-
shino1-1,キャラクターエピソード シノ : 1,Character Episode シノ : 1,写真の場所を探す少女,The Girl Searching for a Place in a Photo,突然現れて、行動をともにすることになった少女は、やたらと明るくて、話を聞いているこっちが疲れるくらいだった。<br>その天真爛漫さを見ていると、たまたま拾った写真の場所を探す旅をしているというのも、嘘ではないんだろうと思えてしまう。<br><br>誰のものとも知れない写真に、彼女はいったい何を見ているのだろう。,"The girl who suddenly appeared and ended up traveling with us was so cheerful that listening to her was almost exhausting.<br>Watching her carefree nature, I found myself believing that her journey to find the place in a photograph she happened to pick up really was genuine.<br><br>What does she see in a photograph that no one even knows the owner of?",写真の場所を探す,Search for the place in the photo
shino1-2,キャラクターエピソード シノ : 2,Character Episode シノ : 2,写真の場所を探す少女,The Girl Searching for a Place in a Photo,写真に写っている景色を見つけた。<br>偶然手に入れた写真の場所を探すだなんて途方もないことに思えたけれど、こうして見つけてしまうと、不思議な気持ちになる。懐かしいような、悲しいような。自分が撮った写真でもないのに。<br><br>シノは自分の故郷のことを話した。遠い故郷の写真は、手元にないらしい。<br>故郷の話をしているときの彼女の瞳は、どこかずっと遠くを見ていた。,"We found the landscape shown in the photograph.<br>Searching for the place in a photograph she happened to find had seemed like an impossible task, but actually finding it left me with a strange feeling. Nostalgic, somehow. Sad, too. Even though it wasn’t a photo I had taken.<br><br>Shino told me about her hometown. Apparently, she doesn’t have any photographs of that distant place with her.<br>Whenever she talked about home, her eyes seemed to be looking somewhere very far away.",写真の場所を探す,Search for the place in the photo
shino1-2_5,キャラクターエピソード シノ : 3,Character Episode シノ : 3,写真の場所を探す少女,The Girl Searching for a Place in a Photo,写真を見ると、それを撮ったときの気持ちを思い出す。<br>シノが撮っていた写真のことを思う。今、彼女の手元にあるのは、誰もいない家で偶然見つけた、知らない誰かの撮った写真だけ。<br><br>彼女はどんな思いで写真を撮って、どんな気持ちで、今、見知らぬ場所を巡っているのだろう。,"Looking at a photograph brings back the feelings from when it was taken.<br>I think about the photographs Shino used to take. The only photographs she has now are ones taken by some stranger, found by chance in an empty house.<br><br>What was she feeling when she took her photographs, and what does she feel now as she travels through places she has never seen before?",写真の場所を探す,Search for the place in the photo
shino1-3,キャラクターエピソード シノ : 4,Character Episode シノ : 4,写真の場所を探す少女,The Girl Searching for a Place in a Photo,生まれ故郷の話をするときの彼女の瞳は、どこか遠く、ずっと遠くを見ていた。<br>その先にあるのは、今はもうずっと遠くにある故郷の町だろうか。それとも、もっと別の何かだろうか。<br><br>残る写真はあと一枚。もしその場所を見つけてしまったなら......そのあと、彼女はいったいどうするのだろう。,"Whenever she talked about the place where she was born, her eyes looked somewhere far, far away.<br>Was her hometown, now so distant, somewhere beyond that gaze? Or was it something else entirely?<br><br>There is only one photograph left. If she finds that place too......what will she do afterward?",写真の場所を探す,Search for the place in the photo
shino1-3_5,キャラクターエピソード シノ : 5,Character Episode シノ : 5,写真の場所を探す少女,The Girl Searching for a Place in a Photo,家族に会いたいとか、昔の日常に戻りたいとか。<br>そういうことではなくて、ただ最後に、一目見るために、故郷の町に帰りたい。そう語る彼女の言葉は、静かで、震えていた。憶えるのが苦手だといっても、どうしても忘れられないものだってある。<br><br>故郷と思える場所がない──ナツノの言葉を聞いて、シノは、何を思ったのだろう。,"It wasn’t that she wanted to see her family or return to the life she used to have.<br>She simply wanted to return to her hometown one last time, just to see it with her own eyes. Her voice was quiet and trembling as she said it. Even if she says she’s bad at remembering things, there are some things you just can’t forget.<br><br>When Shino heard Natsuno say that she had no place she could call home, I wonder what she thought.",写真の場所を探す,Search for the place in the photo
shino1-4,キャラクターエピソード シノ : 6,Character Episode シノ : 6,故郷の町,Her Hometown,故郷の町を目指して、彼女は去っていった。<br>山の中にあるというその町に戻って、彼女はどんなことを思うだろう。<br><br>町は今、どんな風だろう。人が消え、荒れ果ててしまっただろうか。それとも、山奥でひっそり今でも日常を保っていたりするだろうか。<br>彼女の心の中にあるのと同じ景色が残っていればいいと、そう思った。,"She left to make her way to her hometown.<br>What will she think when she returns to that town in the mountains?<br><br>What is the town like now? Have the people disappeared, leaving it in ruins? Or does everyday life still quietly go on somewhere deep in the mountains?<br>I hope the scenery she remembers is still there.",-,-
akane1-1,キャラクターエピソード アカネ : 1,Character Episode アカネ : 1,探しているもの,What She’s Looking For,よく効く薬が見つかって、アカネは少し元気になった。<br><br>ナツノと別々に過ごしていた間、一人ではなかったのだという。誰と、どんな時間を過ごしていたのだろう。<br>彼女は言葉を濁す。その出会いは、彼女にとって何か特別なものだったのだろうか。,"After finding some effective medicine, Akane seemed a little better.<br><br>Apparently, she hadn’t been alone while she and Natsuno were apart. Who had she been with, and what kind of time had they spent together?<br>She was evasive about it. Maybe that encounter had meant something special to her.",探しものを見つける,Find what she is looking for
akane1-2,キャラクターエピソード アカネ : 2,Character Episode アカネ : 2,探しているもの,What She’s Looking For,どんな感じだった？　──そう問いかける彼女が何を考えているのか、わからない。<br><br>ナツノのことをたくましいと言うアカネは、彼女の左足とは別の何かを気にしているように見えた。<br>命を脅かしている変容よりも、大切なこと。いったい何が、彼女にあんな顔をさせるのだろう。,"“What was it like?”—I didn’t know what she was thinking when she asked.<br><br>Akane called Natsuno tough, but she seemed concerned about something other than Natsuno’s left leg.<br>Something more important than the transformation threatening her life. What could it be that made her look like that?",探しものを見つける,Find what she is looking for
akane1-3,キャラクターエピソード アカネ : 3,Character Episode アカネ : 3,探しているもの,What She’s Looking For,世の中がこんなことになるのを、止められなかった。<br>そう言うのを聞いて、なんだか彼女がとても遠くに思えた。<br>未知のウイルス、未曾有の感染症。ウイルスではなく、感染症と呼べるものではなかったかもしれないけど、それが自分の手の届くところにあると、彼女は感じている。<br><br>そういう風に感じられる人が、今何を思うのか、想像もつかない。,"She couldn’t stop what was happening to the world.<br>Hearing her say that somehow made her seem very far away to me.<br>An unknown virus, an unprecedented epidemic. Maybe it wasn’t a virus, or even something that could properly be called an infectious disease, but she felt that it was something within her reach.<br><br>I can’t even imagine what someone who feels that way must be thinking now.",旅を続ける,Continue the journey
