id,_name<jpn>,name<eng>,_ruby<jpn>,ruby<eng>,_description<jpn>,description<eng>
map05,倉庫の地図,<PLEASE_TRANSLATE>,そうこのちず,<PLEASE_TRANSLATE>,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,<PLEASE_TRANSLATE>
map06,病院の地図,<PLEASE_TRANSLATE>,びょういんのちず,<PLEASE_TRANSLATE>,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,<PLEASE_TRANSLATE>
map07,収容施設の地図,<PLEASE_TRANSLATE>,しゅうようしせつのちず,<PLEASE_TRANSLATE>,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,<PLEASE_TRANSLATE>
map08,映画館の地図,<PLEASE_TRANSLATE>,えいがかんのちず,<PLEASE_TRANSLATE>,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,<PLEASE_TRANSLATE>
map09,公民館の地図,<PLEASE_TRANSLATE>,こうみんかんのちず,<PLEASE_TRANSLATE>,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,<PLEASE_TRANSLATE>
map10,劇場の地図,<PLEASE_TRANSLATE>,げきじょうのちず,<PLEASE_TRANSLATE>,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,<PLEASE_TRANSLATE>
map100,暖炉のある小屋の地図,<PLEASE_TRANSLATE>,だんろのあるこやのちず,<PLEASE_TRANSLATE>,「{0}」までの道のりが記された地図。探索に出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,<PLEASE_TRANSLATE>
-,,,,,,
photo00,町の写真,<PLEASE_TRANSLATE>,まちのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
photo01,都会の写真,<PLEASE_TRANSLATE>,とかいのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
photo02,森の写真,<PLEASE_TRANSLATE>,もりのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
photo03,公園の写真,<PLEASE_TRANSLATE>,こうえんのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
photo04,草原の写真,<PLEASE_TRANSLATE>,そうげんのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
photo05,山の写真,<PLEASE_TRANSLATE>,やまのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
photo06,海辺の写真,<PLEASE_TRANSLATE>,うみべのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
photo07,線路の写真,<PLEASE_TRANSLATE>,せんろのしゃしん,<PLEASE_TRANSLATE>,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,<PLEASE_TRANSLATE>
-,,,,,,
letter00,誰かの書き置き,<PLEASE_TRANSLATE>,だれかのかきおき,<PLEASE_TRANSLATE>,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,<PLEASE_TRANSLATE>
letter01,誰かの書き置き,<PLEASE_TRANSLATE>,だれかのかきおき,<PLEASE_TRANSLATE>,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,<PLEASE_TRANSLATE>
letter02,誰かの書き置き,<PLEASE_TRANSLATE>,だれかのかきおき,<PLEASE_TRANSLATE>,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,<PLEASE_TRANSLATE>
letter03,誰かの書き置き,<PLEASE_TRANSLATE>,だれかのかきおき,<PLEASE_TRANSLATE>,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,<PLEASE_TRANSLATE>
-,,,,,,
mission00,依頼のメモ,<PLEASE_TRANSLATE>,いらいのめも,<PLEASE_TRANSLATE>,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,<PLEASE_TRANSLATE>
mission01,依頼のメモ,<PLEASE_TRANSLATE>,いらいのめも,<PLEASE_TRANSLATE>,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,<PLEASE_TRANSLATE>
mission02,依頼のメモ,<PLEASE_TRANSLATE>,いらいのめも,<PLEASE_TRANSLATE>,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,<PLEASE_TRANSLATE>
mission03,依頼のメモ,<PLEASE_TRANSLATE>,いらいのめも,<PLEASE_TRANSLATE>,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,<PLEASE_TRANSLATE>
mission04,依頼のメモ,<PLEASE_TRANSLATE>,いらいのめも,<PLEASE_TRANSLATE>,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,<PLEASE_TRANSLATE>
mission05,依頼のメモ,<PLEASE_TRANSLATE>,いらいのめも,<PLEASE_TRANSLATE>,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,<PLEASE_TRANSLATE>
mission06,依頼のメモ,<PLEASE_TRANSLATE>,いらいのめも,<PLEASE_TRANSLATE>,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,<PLEASE_TRANSLATE>
-,,,,,,
journey00,真っ白な地図,<PLEASE_TRANSLATE>,まっしろなちず,<PLEASE_TRANSLATE>,<red>{0}</red>だけが描かれていて、ほかは真っ白な地図。<br>（「収納棚」から<red>出発</red>して、<red>車の燃料</red>を集めながら何件探索できるか挑戦します）<br>（GameOverになった場合、空腹で探索を中断した場合は記録されません）,<PLEASE_TRANSLATE>
record00,手描きの小さな地図,<PLEASE_TRANSLATE>,てがきのちいさなちず,<PLEASE_TRANSLATE>,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。,<PLEASE_TRANSLATE>
record01,手描きのそこそこの地図,<PLEASE_TRANSLATE>,てがきのそこそこのちず,<PLEASE_TRANSLATE>,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。,<PLEASE_TRANSLATE>
record02,手描きの大きな地図,<PLEASE_TRANSLATE>,てがきのおおきなちず,<PLEASE_TRANSLATE>,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。,<PLEASE_TRANSLATE>
-,,,,,,
parts00,ハンドガン強化パーツ,<PLEASE_TRANSLATE>,はんどがんきょうかぱーつ,<PLEASE_TRANSLATE>,ハンドガンの威力を上げるためのパーツ。<br>ハンドガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+5</red>&nbsp;する。,<PLEASE_TRANSLATE>
parts01,ハンドガン強化パーツ+,<PLEASE_TRANSLATE>,はんどがんきょうかぱーつぷらす,<PLEASE_TRANSLATE>,ハンドガンの威力を上げるためのパーツ。<br>ハンドガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+10</red>&nbsp;する。,<PLEASE_TRANSLATE>
parts02,ショットガン強化パーツ,<PLEASE_TRANSLATE>,しょっとがんきょうかぱーつ,<PLEASE_TRANSLATE>,ショットガンの威力を上げるためのパーツ。<br>ショットガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+5</red>&nbsp;する。,<PLEASE_TRANSLATE>
parts03,ハンドガン保護パーツ,<PLEASE_TRANSLATE>,はんどがんほごぱーつ,<PLEASE_TRANSLATE>,ハンドガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,<PLEASE_TRANSLATE>
parts04,ハンドガン保護パーツ+,<PLEASE_TRANSLATE>,はんどがんほごぱーつぷらす,<PLEASE_TRANSLATE>,ハンドガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,<PLEASE_TRANSLATE>
parts05,ショットガン保護パーツ,<PLEASE_TRANSLATE>,しょっとがんほごぱーつ,<PLEASE_TRANSLATE>,ショットガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,<PLEASE_TRANSLATE>
parts06,ショットガン保護パーツ+,<PLEASE_TRANSLATE>,しょっとがんほごぱーつぷらす,<PLEASE_TRANSLATE>,ショットガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,<PLEASE_TRANSLATE>
-,,,,,,
memory-main01,古い新聞の束,<PLEASE_TRANSLATE>,ふるいしんぶんのたば,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main02,保存食セット,<PLEASE_TRANSLATE>,ほぞんしょくせっと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main03,固形燃料の備蓄,<PLEASE_TRANSLATE>,こけいねんりょうのびちく,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main04,燃料の詰まったポリタンク,<PLEASE_TRANSLATE>,ねんりょうのつまったぽりたんく,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main05,何かの研究資料の山,<PLEASE_TRANSLATE>,なにかのけんきゅうしりょうのやま,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main06,未開封の電池でいっぱいの箱,<PLEASE_TRANSLATE>,みかいふうのでんちでいっぱいのはこ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main07,時計が生えてきた感染者の屍,<PLEASE_TRANSLATE>,とけいがはえてきたかんせんしゃのしかばね,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main08,赤い花が生えてきた感染者の屍,<PLEASE_TRANSLATE>,あかいはながはえてきたかんせんしゃのしかばね,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main09,黒板が生えてきた感染者の屍,<PLEASE_TRANSLATE>,こくばんがはえてきたかんせんしゃのしかばね,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main10,上半身がゼリー状の感染者の屍,<PLEASE_TRANSLATE>,じょうはんしんがぜりーじょうのかんせんしゃのしかばね,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main11,身体中から芽が出た感染者の屍,<PLEASE_TRANSLATE>,からだじゅうからめがはえたかんせんしゃのしかばね,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main12,血管が銅線に変わった感染者の屍,<PLEASE_TRANSLATE>,けっかんがどうせんにかわったかんせんしゃのしかばね,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main13,乾麺のたくさん入った箱,<PLEASE_TRANSLATE>,かんめんのたくさんはいったはこ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main14,未開封の洗濯用洗剤,<PLEASE_TRANSLATE>,みかいふうのせんたくようせんざい,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main15,飲料水の大きなボトル,<PLEASE_TRANSLATE>,いんりょうすいのおおきなぼとる,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main16,中身の入った燃料タンク,<PLEASE_TRANSLATE>,なかみのはいったねんりょうたんく,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main17,鎮痛剤,<PLEASE_TRANSLATE>,ちんつうざい,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main18,薬品の詰まった箱,<PLEASE_TRANSLATE>,やくひんのつまったはこ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main19,鎮痛剤の瓶,<PLEASE_TRANSLATE>,ちんつうざいのびん,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-main20,得体のしれない薬,<PLEASE_TRANSLATE>,えたいのしれないくすり,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-kiko00,動物の足跡,<PLEASE_TRANSLATE>,どうぶつのあしあと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-kiko01,動物の抜け毛,<PLEASE_TRANSLATE>,どうぶつのぬけげ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-kiko02,動物の食事の跡,<PLEASE_TRANSLATE>,どうぶつのしょくじのあと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-shino00,見覚えのある景色,<PLEASE_TRANSLATE>,みおぼえのあるけしき,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-shino01,写真と似た景色,<PLEASE_TRANSLATE>,しゃしんとにたけしき,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-shino02,写真に写っている景色,<PLEASE_TRANSLATE>,しゃしんにうつっているけしき,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-akane00,鎮痛剤の瓶,<PLEASE_TRANSLATE>,ちんつうざいのびん,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-akane01,薬が詰まったケース,<PLEASE_TRANSLATE>,くすりがつまったけーす,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-akane02,誰かの研究ノート,<PLEASE_TRANSLATE>,だれかのけんきゅうのーと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-minamo00,学校の場所が書かれた地図,<PLEASE_TRANSLATE>,がっこうのばしょがかかれたちず,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-minamo01,近所の高校のチラシ,<PLEASE_TRANSLATE>,きんじょのこうこうのちらし,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-minamo02,道場生募集のパンフレット,<PLEASE_TRANSLATE>,どうじょうせいぼしゅうのぱんふれっと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-hinase00,金属製のパーツ,<PLEASE_TRANSLATE>,きんぞくせいのパーツ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-hinase01,何かの部品,<PLEASE_TRANSLATE>,なにかのぶひん,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-hinase02,オイルまみれのパーツ,<PLEASE_TRANSLATE>,おいるまみれのぱーつ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-itsuka00,助けを求める張り紙,<PLEASE_TRANSLATE>,たすけをもとめるはりがみ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-itsuka01,最近まで人がいた跡,<PLEASE_TRANSLATE>,さいきんまでひとがいたあと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-itsuka02,避難先を書き記したメモ,<PLEASE_TRANSLATE>,ひなんさきをかきしるしためも,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-meguru00,真新しい絵筆,<PLEASE_TRANSLATE>,まあたらしいえふで,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-meguru01,真っ白なキャンバス,<PLEASE_TRANSLATE>,まっしろなきゃんばす,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-meguru02,古びたイーゼル,<PLEASE_TRANSLATE>,ふるびたいーぜる,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-kiko10,動物の足跡,<PLEASE_TRANSLATE>,どうぶつのあしあと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-kiko11,動物の抜け毛,<PLEASE_TRANSLATE>,どうぶつのぬけげ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-kiko12,動物の食事の跡,<PLEASE_TRANSLATE>,どうぶつのしょくじのあと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-shino10,景色のよく見える場所,<PLEASE_TRANSLATE>,けしきのよくみえるばしょ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-shino11,町を見下ろせる場所,<PLEASE_TRANSLATE>,まちをみおろせるばしょ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-shino12,山々が連なる景色,<PLEASE_TRANSLATE>,やまやまがつらなるけしき,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-akane10,鎮痛剤の瓶,<PLEASE_TRANSLATE>,ちんつうざいのびん,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-akane11,薬が詰まったケース,<PLEASE_TRANSLATE>,くすりがつまったけーす,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-akane12,誰かの研究ノート,<PLEASE_TRANSLATE>,だれかのけんきゅうのーと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-minamo10,水の溜まっている井戸,<PLEASE_TRANSLATE>,みずのたまっているいど,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-minamo11,野菜の種が入った袋,<PLEASE_TRANSLATE>,やさいのたねがはいったふくろ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-minamo12,使い古された竹刀,<PLEASE_TRANSLATE>,つかいふるされたしない,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-hinase10,ポリタンク,<PLEASE_TRANSLATE>,ぽりたんく,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-hinase11,燃料の入った容器,<PLEASE_TRANSLATE>,ねんりょうのはいったようき,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-hinase12,車のバッテリー,<PLEASE_TRANSLATE>,くるまのばってりー,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-itsuka10,助けを求める張り紙,<PLEASE_TRANSLATE>,たすけをもとめるはりがみ,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-itsuka11,最近まで人がいた跡,<PLEASE_TRANSLATE>,さいきんまでひとがいたあと,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-itsuka12,避難先を書き記したメモ,<PLEASE_TRANSLATE>,ひなんさきをかきしるしためも,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-meguru10,真新しい絵筆,<PLEASE_TRANSLATE>,まあたらしいえふで,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-meguru11,真っ白なキャンバス,<PLEASE_TRANSLATE>,まっしろなきゃんばす,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-meguru12,古びたイーゼル,<PLEASE_TRANSLATE>,ふるびたいーぜる,<PLEASE_TRANSLATE>,エピソード進行アイテム<br>&lt;{0}&gt;,<PLEASE_TRANSLATE>
memory-any00,頭の大きな木彫りの羊,<PLEASE_TRANSLATE>,きぼりのひつじ,<PLEASE_TRANSLATE>,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）,<PLEASE_TRANSLATE>
memory-any01,三毛猫のぬいぐるみ,<PLEASE_TRANSLATE>,みけねこのぬいぐるみ,<PLEASE_TRANSLATE>,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）,<PLEASE_TRANSLATE>
memory-any02,電子オルゴールの木箱,<PLEASE_TRANSLATE>,でんしおるごーるのきばこ,<PLEASE_TRANSLATE>,エピソード進行アイテム。エピソード進行条件を<red>スキップ</red>することができます。<br>（一部、スキップできないエピソードもあります）,<PLEASE_TRANSLATE>
-,,,,,,
coin00,油絵具のチューブ,<PLEASE_TRANSLATE>,あぶらえのぐのちゅーぶ,<PLEASE_TRANSLATE>,チューブの油絵具。20号と書かれている。<br>誰かほしがっている人がいるかも。,<PLEASE_TRANSLATE>
-,,,,,,
collection01,穏やかな丘の描かれた絵,<PLEASE_TRANSLATE>,おだやかなおかのえがかれたえ,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection02,弾けそうなギター,<PLEASE_TRANSLATE>,ひけそうなぎたー,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection03,吸血鬼の恋を描いた小説,<PLEASE_TRANSLATE>,きゅうけつきのこいをえがいたしょうせつ,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection04,タイトルの読めないレコード,<PLEASE_TRANSLATE>,たいとるのよめないれこーど,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection05,真っ白な帆を広げたボトルシップ,<PLEASE_TRANSLATE>,まっしろなほをひろげたぼとるしっぷ,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection06,曲名のわからないオルゴール,<PLEASE_TRANSLATE>,きょくめいのわからないおるごーる,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection07,押し花のしおりが挟まった詩集,<PLEASE_TRANSLATE>,おしばなのしおりがはさまったししゅう,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
collection08,書き始めたばかりの日記帳,<PLEASE_TRANSLATE>,かきはじめたばかりのにっきちょう,<PLEASE_TRANSLATE>,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）,<PLEASE_TRANSLATE>
