id,_name<jpn>,name<eng>,_ruby<jpn>,ruby<eng>,_description<jpn>,description<eng>
map00,食料庫の地図,Food storage map,しょくりょうこのちず,food storage map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map01,武器庫の地図,Armory map,ぶきこのちず,armory map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map02,食料庫の地図,Food storage map,しょくりょうこのちず,food storage map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map03,武器庫の地図,Armory map,ぶきこのちず,armory map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map04,収容施設の地図,Shelter map,しゅうようしせつのちず,shelter map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map05,倉庫の地図,Warehouse map,そうこのちず,warehouse map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map06,病院の地図,Hospital map,びょういんのちず,hospital map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map07,収容施設の地図,Shelter map,しゅうようしせつのちず,shelter map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map08,映画館の地図,Cinema map,えいがかんのちず,cinema map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map09,公民館の地図,Community center map,こうみんかんのちず,community center map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map10,劇場の地図,Theater map,げきじょうのちず,theater map,「{0}」までの道のりが記された地図。<red>{1}</red>から出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting from <red>{1}</red>， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
map100,暖炉のある小屋の地図,Cottage with fireplace map,だんろのあるこやのちず,cottage with fireplace map,「{0}」までの道のりが記された地図。探索に出発して、<red>{2}件</red>進んだところに{3}があるらしい。<br>（地図を持って探索に向かうと、目的地にたどり着くことができる）<br>（目的地にたどり着くと地図は消費される）,A map showing the route to “{0}”. Starting an expedition， it seems that {3} is <red>{2} locations</red> away.<br>(Taking the map on an expedition will lead you to the destination.)<br>(The map is consumed when you reach the destination.)
-,,,,,,
photo00,町の写真,Town photo,まちのしゃしん,town photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
photo01,都会の写真,City photo,とかいのしゃしん,city photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
photo02,森の写真,Forest photo,もりのしゃしん,forest photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
photo03,公園の写真,Park photo,こうえんのしゃしん,park photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
photo04,草原の写真,Grassland photo,そうげんのしゃしん,grassland photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
photo05,山の写真,Mountain photo,やまのしゃしん,mountain photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
photo06,海辺の写真,Seaside photo,うみべのしゃしん,seaside photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
photo07,線路の写真,Railway photo,せんろのしゃしん,railway photo,「<red>{0}</red>」の写った写真。この写真を持って、あと<red>{1}回</red>探索するとたどり着くことができそう。<br>（目的地にたどり着くと写真は消費される）,A photo showing “<red>{0}</red>”. With this photo， it looks like you can reach the destination after <red>{1} more expeditions</red>.<br>(The photo is consumed when you reach the destination.)
-,,,,,,
letter00,誰かの書き置き,Someone's note,だれかのかきおき,someone's note,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,A scrap of paper with someone's note written on it.<br>It seems they left <red>{1}</red> <red>{0} locations</red> ahead.<br>It may still be there.
letter01,誰かの書き置き,Someone's note,だれかのかきおき,someone's note,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,A scrap of paper with someone's note written on it.<br>It seems they left <red>{1}</red> <red>{0} locations</red> ahead.<br>It may still be there.
letter02,誰かの書き置き,Someone's note,だれかのかきおき,someone's note,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,A scrap of paper with someone's note written on it.<br>It seems they left <red>{1}</red> <red>{0} locations</red> ahead.<br>It may still be there.
letter03,誰かの書き置き,Someone's note,だれかのかきおき,someone's note,誰かのメモが書かれた紙切れ。<br>あと<red>{0}件</red>進んだところに、<red>{1}</red>を置いてきたらしい。<br>今もまだ、そこに残されたままかもしれない。,A scrap of paper with someone's note written on it.<br>It seems they left <red>{1}</red> <red>{0} locations</red> ahead.<br>It may still be there.
-,,,,,,
mission00,依頼のメモ,Request note,いらいのめも,request note,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,A note containing someone's request.<br>It seems they want you to deliver <red>{0}</red> × <red>{1}</red>. It says they have prepared <red>{2}</red> as a reward.<br>(If you have the specified items， you can <red>deliver</red> them from the storage shelf.)
mission01,依頼のメモ,Request note,いらいのめも,request note,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,A note containing someone's request.<br>It seems they want you to deliver <red>{0}</red> × <red>{1}</red>. It says they have prepared <red>{2}</red> as a reward.<br>(If you have the specified items， you can <red>deliver</red> them from the storage shelf.)
mission02,依頼のメモ,Request note,いらいのめも,request note,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,A note containing someone's request.<br>It seems they want you to deliver <red>{0}</red> × <red>{1}</red>. It says they have prepared <red>{2}</red> as a reward.<br>(If you have the specified items， you can <red>deliver</red> them from the storage shelf.)
mission03,依頼のメモ,Request note,いらいのめも,request note,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,A note containing someone's request.<br>It seems they want you to deliver <red>{0}</red> × <red>{1}</red>. It says they have prepared <red>{2}</red> as a reward.<br>(If you have the specified items， you can <red>deliver</red> them from the storage shelf.)
mission04,依頼のメモ,Request note,いらいのめも,request note,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,A note containing someone's request.<br>It seems they want you to deliver <red>{0}</red> × <red>{1}</red>. It says they have prepared <red>{2}</red> as a reward.<br>(If you have the specified items， you can <red>deliver</red> them from the storage shelf.)
mission05,依頼のメモ,Request note,いらいのめも,request note,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,A note containing someone's request.<br>It seems they want you to deliver <red>{0}</red> × <red>{1}</red>. It says they have prepared <red>{2}</red> as a reward.<br>(If you have the specified items， you can <red>deliver</red> them from the storage shelf.)
mission06,依頼のメモ,Request note,いらいのめも,request note,誰かの依頼が書かれたメモ。<br><red>{0}</red>を<red>{1}こ</red>届けてほしいらしい。お礼に<red>{2}</red>を用意していると書いてある。<br>（指定された品を所持していると、収納棚から<red>届ける</red>ことができます）,A note containing someone's request.<br>It seems they want you to deliver <red>{0}</red> × <red>{1}</red>. It says they have prepared <red>{2}</red> as a reward.<br>(If you have the specified items， you can <red>deliver</red> them from the storage shelf.)
-,,,,,,
journey00,真っ白な地図,Blank map,まっしろなちず,blank map,<red>{0}</red>だけが描かれていて、ほかは真っ白な地図。<br>（「収納棚」から<red>出発</red>して、<red>車の燃料</red>を集めながら何件探索できるか挑戦します）<br>（GameOverになった場合、空腹で探索を中断した場合は記録されません）,<red>{0}</red> is the only thing drawn on this otherwise blank map.<br>(Start from the <red>storage shelf</red> and see how many locations you can explore while gathering <red>car fuel</red>.)<br>(The record is not saved if you get a Game Over or stop exploring due to hunger.)
record00,手描きの小さな地図,Small hand-drawn map,てがきのちいさなちず,small hand-drawn map,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。,A map drawn by <red>{0}</red>， who traveled with a blank map and drew it themselves.<br>Record of <red>{1} locations</red> explored.
record01,手描きのそこそこの地図,Medium hand-drawn map,てがきのそこそこのちず,medium hand-drawn map,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。,A map drawn by <red>{0}</red>， who traveled with a blank map and drew it themselves.<br>Record of <red>{1} locations</red> explored.
record02,手描きの大きな地図,Large hand-drawn map,てがきのおおきなちず,large hand-drawn map,<red>{0}</red>が真っ白な地図を手に旅をして、自分で描いた地図。<br><red>{1}件</red>探索した記録。,A map drawn by <red>{0}</red>， who traveled with a blank map and drew it themselves.<br>Record of <red>{1} locations</red> explored.
-,,,,,,
parts00,ハンドガン強化パーツ,Handgun upgrade part,はんどがんきょうかぱーつ,handgun upgrade part,ハンドガンの威力を上げるためのパーツ。<br>ハンドガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+5</red>&nbsp;する。,A part for increasing the handgun's power.<br>Combining it with a handgun increases the weapon's attack power by&nbsp;<red>+5</red>&nbsp;.
parts01,ハンドガン強化パーツ+,Handgun upgrade part+,はんどがんきょうかぱーつぷらす,handgun upgrade part+,ハンドガンの威力を上げるためのパーツ。<br>ハンドガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+10</red>&nbsp;する。,A part for increasing the handgun's power.<br>Combining it with a handgun increases the weapon's attack power by&nbsp;<red>+10</red>&nbsp;.
parts02,ショットガン強化パーツ,Shotgun upgrade part,しょっとがんきょうかぱーつ,shotgun upgrade part,ショットガンの威力を上げるためのパーツ。<br>ショットガンと組み合わせることで、武器の攻撃力を&nbsp;<red>+5</red>&nbsp;する。,A part for increasing the shotgun's power.<br>Combining it with a shotgun increases the weapon's attack power by&nbsp;<red>+5</red>&nbsp;.
parts03,ハンドガン保護パーツ,Handgun protection part,はんどがんほごぱーつ,handgun protection part,ハンドガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,A part that protects the handgun.<br>It can add the trait “<red>Durable</red>”.<br>(Cannot be used on equipment that already has a “trait”.)
parts04,ハンドガン保護パーツ+,Handgun protection part+,はんどがんほごぱーつぷらす,handgun protection part+,ハンドガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,A part that protects the handgun.<br>It can add the trait “<red>Durable</red>”.<br>(Cannot be used on equipment that already has a “trait”.)
parts05,ショットガン保護パーツ,Shotgun protection part,しょっとがんほごぱーつ,shotgun protection part,ショットガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,A part that protects the shotgun.<br>It can add the trait “<red>Durable</red>”.<br>(Cannot be used on equipment that already has a “trait”.)
parts06,ショットガン保護パーツ+,Shotgun protection part+,しょっとがんほごぱーつぷらす,shotgun protection part+,ショットガンを保護するパーツ。<br>特徴「<red>丈夫な</red>」を付与することができる。<br>（すでに「特徴」をもっている道具には使用できません）,A part that protects the shotgun.<br>It can add the trait “<red>Durable</red>”.<br>(Cannot be used on equipment that already has a “trait”.)
-,,,,,,
memory-main01,古い新聞の束,Stack of old newspapers,ふるいしんぶんのたば,stack of old newspapers,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main02,保存食セット,Preserved food set,ほぞんしょくせっと,preserved food set,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main03,固形燃料の備蓄,Stockpile of SOLID fuel,こけいねんりょうのびちく,stockpile of solid fuel,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main04,燃料の詰まったポリタンク,Fuel-filled plastic tank,ねんりょうのつまったぽりたんく,fuel-filled plastic tank,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main05,何かの研究資料の山,Pile of research materials,なにかのけんきゅうしりょうのやま,pile of research materials,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main06,未開封の電池でいっぱいの箱,Box full of unopened batteries,みかいふうのでんちでいっぱいのはこ,box full of unopened batteries,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main07,時計が生えてきた感染者の屍,Infected corpse with a passiflora growing from it,とけいがはえてきたかんせんしゃのしかばね,infected corpse with a passiflora growing from it,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main08,赤い花が生えてきた感染者の屍,Infected corpse with red flowers growing from it,あかいはながはえてきたかんせんしゃのしかばね,infected corpse with red flowers growing from it,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main09,黒板が生えてきた感染者の屍,Infected corpse with a black flower growing from it,こくばんがはえてきたかんせんしゃのしかばね,infected corpse with a black flower growing from it,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main10,上半身がゼリー状の感染者の屍,Infected corpse with a jelly-like upper body,じょうはんしんがぜりーじょうのかんせんしゃのしかばね,infected corpse with a jelly-like upper body,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main11,身体中から芽が出た感染者の屍,Infected corpse with sprouts growing all over its body,からだじゅうからめがはえたかんせんしゃのしかばね,infected corpse with sprouts growing all over its body,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main12,血管が銅線に変わった感染者の屍,Infected corpse with copper wires in place of veins,けっかんがどうせんにかわったかんせんしゃのしかばね,infected corpse with copper wires in place of veins,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main13,乾麺のたくさん入った箱,Box full of dried noodles,かんめんのたくさんはいったはこ,box full of dried noodles,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main14,未開封の洗濯用洗剤,Unopened laundry detergent,みかいふうのせんたくようせんざい,unopened laundry detergent,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main15,飲料水の大きなボトル,Large bottle of drinking water,いんりょうすいのおおきなぼとる,large bottle of drinking water,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main16,中身の入った燃料タンク,Fuel tank filled with fuel,なかみのはいったねんりょうたんく,fuel tank filled with fuel,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main17,鎮痛剤,Painkillers,ちんつうざい,painkillers,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main18,薬品の詰まった箱,Box full of medicine,やくひんのつまったはこ,box full of medicine,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main19,鎮痛剤の瓶,Bottle of painkillers,ちんつうざいのびん,bottle of painkillers,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-main20,得体のしれない薬,Unidentified medicine,えたいのしれないくすり,unidentified medicine,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-kiko00,動物の足跡,Animal tracks,どうぶつのあしあと,animal tracks,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-kiko01,動物の抜け毛,Shed animal fur,どうぶつのぬけげ,shed animal fur,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-kiko02,動物の食事の跡,Signs of an animal feeding,どうぶつのしょくじのあと,signs of an animal feeding,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-shino00,見覚えのある景色,A familiar view,みおぼえのあるけしき,a familiar view,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-shino01,写真と似た景色,A view similar to the photo,しゃしんとにたけしき,a view similar to the photo,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-shino02,写真に写っている景色,The view shown in the photo,しゃしんにうつっているけしき,the view shown in the photo,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-akane00,鎮痛剤の瓶,Bottle of painkillers,ちんつうざいのびん,bottle of painkillers,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-akane01,薬が詰まったケース,Case full of medicine,くすりがつまったけーす,case full of medicine,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-akane02,誰かの研究ノート,Someone's research notes,だれかのけんきゅうのーと,someone's research notes,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-minamo00,学校の場所が書かれた地図,Map showing the school's location,がっこうのばしょがかかれたちず,map showing the school's location,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-minamo01,近所の高校のチラシ,Flyer for a nearby high school,きんじょのこうこうのちらし,flyer for a nearby high school,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-minamo02,道場生募集のパンフレット,Dojo recruitment pamphlet,どうじょうせいぼしゅうのぱんふれっと,dojo recruitment pamphlet,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-hinase00,金属製のパーツ,Metal part,きんぞくせいのパーツ,metal part,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-hinase01,何かの部品,Some kind of part,なにかのぶひん,some kind of part,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-hinase02,オイルまみれのパーツ,Oil-covered part,おいるまみれのぱーつ,oil-covered part,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-itsuka00,助けを求める張り紙,Notice asking for help,たすけをもとめるはりがみ,notice asking for help,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-itsuka01,最近まで人がいた跡,Signs that someone was here until recently,さいきんまでひとがいたあと,signs that someone was here until recently,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-itsuka02,避難先を書き記したメモ,Note giving a place of refuge,ひなんさきをかきしるしためも,note giving a place of refuge,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-meguru00,真新しい絵筆,Brand-new paintbrush,まあたらしいえふで,brand-new paintbrush,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-meguru01,真っ白なキャンバス,Blank canvas,まっしろなきゃんばす,blank canvas,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-meguru02,古びたイーゼル,Old easel,ふるびたいーぜる,old easel,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-kiko10,動物の足跡,Animal tracks,どうぶつのあしあと,animal tracks,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-kiko11,動物の抜け毛,Shed animal fur,どうぶつのぬけげ,shed animal fur,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-kiko12,動物の食事の跡,Signs of an animal feeding,どうぶつのしょくじのあと,signs of an animal feeding,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-shino10,景色のよく見える場所,A place with a good view,けしきのよくみえるばしょ,a place with a good view,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-shino11,町を見下ろせる場所,A place overlooking the town,まちをみおろせるばしょ,a place overlooking the town,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-shino12,山々が連なる景色,A view of mountain ranges,やまやまがつらなるけしき,a view of mountain ranges,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-akane10,鎮痛剤の瓶,Bottle of painkillers,ちんつうざいのびん,bottle of painkillers,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-akane11,薬が詰まったケース,Case full of medicine,くすりがつまったけーす,case full of medicine,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-akane12,誰かの研究ノート,Someone's research notes,だれかのけんきゅうのーと,someone's research notes,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-minamo10,水の溜まっている井戸,Well filled with water,みずのたまっているいど,well filled with water,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-minamo11,野菜の種が入った袋,Bag of vegetable seeds,やさいのたねがはいったふくろ,bag of vegetable seeds,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-minamo12,使い古された竹刀,Worn-out bamboo sword,つかいふるされたしない,worn-out bamboo sword,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-hinase10,ポリタンク,Plastic fuel tank,ぽりたんく,plastic fuel tank,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-hinase11,燃料の入った容器,Container of fuel,ねんりょうのはいったようき,container of fuel,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-hinase12,車のバッテリー,Car battery,くるまのばってりー,car battery,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
memory-itsuka10,助けを求める張り紙,Notice asking for help,たすけをもとめるはりがみ,notice asking for help,エピソード進行アイテム<br>&lt;{0}&gt;,Episode progression item<br>&lt;{0}&gt;
