id,type,tags[],ratio,rarity,size,eventProbability,once,name<jpn>,keyword<jpn>,events[],interactTags[],interactEvents[],speak,image,describe<jpn>
object_attractions03,storage,park,1,-1,3,0.5,true,a cleaning supply closet in the shade,cleaning supply closet,battle00/itemGet00/itemGet00,light,itemGet00,search,-,-
storage00,storage,hospital,1,-1,2,0.5,true,a low glass-fronted storage cabinet,glass-fronted storage,itemGetMedicine00/itemGetMedicine00/itemNotFound00,-,-,search,-,-
object_hutRoom01,tableware,antique,1,-1,1,0.5,true,an iron pot with a hole in it,iron pot,itemGetFood00/itemGetIdMaterial01/itemNotFound00,-,-,search,-,-
tableware00,tableware,-,1,-1,1,0.5,true,an unattended white plate,white plate,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware01,tableware,-,1,-1,1,0.5,true,a broken ceramic bowl lying on the floor,ceramic bowl,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware02,tableware,luxury,1,-1,1,0.5,true,a gold afternoon tea stand,tea stand,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware03,tableware,-,1,-1,1,0.5,true,a glass cabinet containing dishes,glass cabinet,itemGetCookingTool00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware04,tableware,-,1,-1,1,0.5,true,a large kettle,kettle,itemNotFound00/itemGetFood00/itemGetFood00,-,-,search,-,
tableware05,tableware,-,1,-1,1,0.5,true,a square tin decorated with pictures of food,square tin,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
object_hutRoom00,tools,-,1,-1,1,0.5,true,a toolbox beginning to rust,toolbox,itemGetIdAttack02/itemGetIdMaterial01/check00,keyPick,itemGet00,search,object01,-
object_hutRoom02,tools,-,1,-1,2,0,false,a wooden workbench,wooden workbench,selectionItemCraft00/selectionItemCraft00/selectionItemCraft00,-,-,search,-,Something resembling a chicken made of wood had been left behind with the tools. <br>There are only signs that someone tried to make holes， and the comb and head have not been joined together.
tools00,tools,-,1,-1,2,0.5,true,a wall-mounted tool rack,tool rack,itemGetMaterial00/battle00/itemGetHammer01,-,-,search,-,
tools01,tools,-,1,-1,2,0.5,true,a box filled with wiring cables,wiring cables,itemGetMaterial00/itemGetMaterial00/accident00,keyPick,itemGet00,search,-,
tools02,tools,-,1,-1,2,0,false,a cluttered workbench,cluttered workbench,selectionItemCraft00/selectionItemCraft00/selectionItemCraft00,-,-,search,-,
object_hutRoom04,toy,-,1,-1,1,0.5,true,a stuffed toy with a torn-open belly,stuffed toy,itemGetIdMaterial02/itemGetIdMaterial04/itemNotFound00,-,-,search,-,-
object_library02,toy,shop,1,-1,2,0.5,true,a toy train large enough for a child to ride,toy train,battle00/itemNotFound00/itemGetGun01,-,-,search,-,-
toy00,toy,-,1,-1,1,0.5,true,a combining robot toy missing one arm,robot toy,itemGetIdMaterial01/itemGetMaterial00/itemNotFound00,-,-,search,-,
toy01,toy,-,1,-1,2,0.5,true,a case filled with toy blocks,case filled,itemGetMaterial00/itemGetMaterial00/itemNotFound00,-,-,search,-,
object_square02,vehicle,-,1,-1,3,0.5,true,a red car left partly burned,red car,itemGetIdMaterial01/itemGetIdHammer04/itemGetIdHammer04,-,-,search,-,The windows are shattered and the frame has been warped. <br>I did not feel like looking inside.
object_road02,vehicle,-,1,-1,2,0.5,true,a motorcycle that no longer runs,motorcycle,itemGetIdMaterial01/itemGetIdMaterial01/battle00,-,-,search,-,The engine had been removed from the fallen motorcycle. <br>It feels painful， as though its soul had been taken away.
object_road04,vehicle,-,1,-1,2,0.5,true,a bicycle swallowed by vegetation,bicycle,itemGetHammer01/itemGetFood00/battle00,-,-,search,object00,The bicycle had been swallowed by plants that had put down strong roots. <br>Eventually， will greenery cover everything?
object_grassland03,vehicle,camp,1,-1,4,0.5,true,a camper with its door left open,camper,itemGetFood00/battle00/itemGetGun01,keyPick,itemGet00,search,-,-
object_carryIn00,vehicle,-,1,-1,4,0.5,true,an abandoned truck,truck,battle00/battle00/itemNotFound00,keyPick,itemGet00,search,-,-
object_carryIn01,vehicle,factory,1,-1,3,0.5,true,a forklift that looks unlikely to move,forklift,itemNotFound00/battle00/itemNotFound00,-,-,search,-,I vaguely knew what it was， but I had never really seen one up close. <br>In a world like this， there are things I can encounter precisely because of the way it has become.
object_parking00,vehicle,-,1,-1,3,0.5,true,a rusted silver sedan,silver sedan,itemGetCookingTool00/battle00/itemGetFood00,keyPick,itemGet00,search,-,It was an old car. <br>Thinking that someone must have driven it for years while taking care of it makes me feel unbearably sad.
object_parking01,vehicle,-,1,-1,3,0.5,true,a light truck with shattered windows,light truck,itemGetFood00/itemGet00/itemGetGun01,keyPick,itemGet00,search,-,-
object_parking02,vehicle,-,1,-1,2,0.5,true,a scooter knocked over by the wind,scooter,itemGetIdMaterial01/itemGetArmor00/itemNotFound00,-,-,search,-,-
object_parking03,vehicle,-,1,-1,3,0.5,true,a minivan lying on its side,minivan,battle00/itemGet00/itemGetFood00,keyPick,itemGet00,search,-,-
-,,,,,,,,,,,,,,,
